Doc Date,Customer,Sales,Product,Amount,Unit Price
3/18/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
3/18/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
3/18/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
3/18/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
3/18/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
3/18/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
3/19/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
3/19/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
3/19/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
6/10/2025,Weijia-Shanghai,Linda,Door knocker,1200,25.21
5/12/2025,Haijiang-Ningbo,Wangxia,Sign plate ,500,28.21
3/19/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
3/19/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
3/19/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
5/12/2025,Boyu-Qingdao,Wangxia,Sign plate ,500,27.78
3/19/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
6/20/2025,Hanxin-Hangzhou,Linda,Sign plate ,3800,26.07
3/20/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
3/20/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
6/20/2025,Weijia-Shanghai,Linda,Sign plate ,3600,26.5
5/12/2025, Ruihe-Nanjing,Wangxia,Sign plate ,16800,23.93
3/20/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
3/20/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
3/23/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
6/20/2025,Weijia-Shanghai,Linda,Sign plate ,1200,25.21
5/12/2025,Haijiang-Ningbo,Wangxia,Sign plate ,500,28.21
3/23/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
3/23/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
3/23/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
5/12/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
3/24/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
6/20/2025,Hanxin-Hangzhou,Linda,Sign plate ,3800,26.07
3/24/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
3/24/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
6/20/2025,Weijia-Shanghai,Linda,Sign plate ,3600,26.5
5/12/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
3/25/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
3/25/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
3/25/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
6/20/2025,Weijia-Shanghai,Linda,Sign plate ,1200,25.21
6/20/2025,Weijia-Shanghai,Linda,Sign plate ,3600,26.5
5/12/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
3/26/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
3/26/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
3/26/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
6/20/2025,Weijia-Shanghai,Linda,Sign plate ,1200,25.21
3/26/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
3/26/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
3/26/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
3/26/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
3/26/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
3/26/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
6/20/2025,Hanxin-Hangzhou,Linda,Sign plate ,3800,26.07
3/26/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
3/27/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
6/20/2025,Weijia-Shanghai,Linda,Sign plate ,3600,26.5
3/27/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
3/27/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
3/27/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
3/27/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
3/30/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
3/30/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
3/30/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
3/30/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
3/30/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
3/30/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
3/30/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
3/30/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
3/30/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
3/30/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
3/31/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
3/31/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
3/31/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
3/31/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
3/31/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
3/31/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
3/31/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
3/31/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
4/1/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/1/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/1/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/1/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/1/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
4/1/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
4/1/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
4/1/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
4/1/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
4/1/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
4/2/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
4/2/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
4/2/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
4/2/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
4/3/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/3/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/3/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/3/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/3/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
4/3/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
4/3/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
4/3/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
4/3/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
4/3/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
4/6/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
4/6/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
4/6/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
4/6/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
4/6/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
4/6/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/6/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/6/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/6/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/6/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
4/6/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
4/6/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
4/6/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
4/6/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
4/7/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
4/7/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
4/7/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
4/7/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
4/7/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
4/7/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
4/8/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/8/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/8/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/8/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/8/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
4/8/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
4/8/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
4/8/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
4/8/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
6/9/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
6/9/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
6/9/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
6/9/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
6/9/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
6/9/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
6/9/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
6/9/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
6/9/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
6/9/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
6/9/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
6/9/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
6/9/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
6/9/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
6/9/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
6/9/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
4/13/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/13/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/13/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/13/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/13/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
4/13/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
5/13/2025,Xindi-Zhenjiang,Yeqing,Door knocker,780,27.35
4/13/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
4/14/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
4/14/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
4/14/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
4/14/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
4/14/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
4/14/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
4/14/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
4/14/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/14/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/14/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/15/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/15/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
4/15/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
5/13/2025,Xindi-Zhenjiang,Yeqing,Door knocker,780,27.35
4/15/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
4/15/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
4/15/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
4/15/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
4/16/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
4/16/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
4/16/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
4/16/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
4/16/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/16/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/17/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/17/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/17/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
4/17/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
4/17/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
4/17/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
4/17/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
4/17/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
4/17/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
4/17/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
5/13/2025,Jinbai-Wenzhou,Yeqing,Door knocker,110,26.67
4/17/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
4/17/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/17/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/20/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/20/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/20/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
4/20/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
4/20/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
4/20/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
4/20/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
4/20/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
4/20/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
4/21/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
4/21/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
4/21/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
4/21/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
4/21/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/21/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/21/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/21/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/22/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
4/22/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
4/22/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
4/22/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
4/22/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
4/22/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
4/23/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
4/23/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
4/23/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
4/23/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
4/23/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
4/23/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/24/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/24/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/24/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/24/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
4/24/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
4/27/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
4/27/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
4/27/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
4/27/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
4/27/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
4/27/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
4/27/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
4/28/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
4/28/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/28/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/28/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/28/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/28/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
4/28/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
4/28/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
4/28/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
4/29/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
4/29/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
4/29/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
4/29/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
4/29/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
4/29/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
4/29/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
4/30/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
4/30/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
4/30/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
4/30/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
4/30/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
4/30/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
4/30/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
4/30/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
5/1/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
5/1/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
5/1/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
5/1/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
5/1/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
5/1/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
5/1/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
5/1/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
5/1/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
5/1/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
5/4/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
5/4/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
5/4/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
5/4/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
5/4/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
5/5/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
5/5/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
5/5/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
5/5/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
5/5/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
5/5/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
5/5/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
5/5/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
5/5/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
5/5/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
5/5/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
5/5/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
5/6/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
5/6/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
5/6/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
5/6/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
5/6/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
5/6/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
5/6/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
5/6/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
5/6/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
5/6/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
5/6/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
5/6/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
5/6/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
5/6/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
5/6/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
5/6/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
5/6/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
5/6/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
5/6/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
5/6/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
5/6/2025,Keli-Hainan,Yeqing,Sign plate ,,5.9
5/6/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
5/6/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
5/6/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
5/6/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
5/6/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
5/6/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
5/6/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
5/6/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
5/6/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
5/6/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
5/6/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
5/6/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
7/4/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
7/4/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
7/4/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
7/5/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
7/5/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
7/8/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
7/8/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
7/8/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
7/8/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
7/8/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
7/8/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
7/9/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
7/9/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
7/9/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
7/10/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
7/10/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
7/10/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
7/11/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
7/11/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
7/11/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
7/12/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
7/12/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
7/12/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
7/12/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
7/15/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
7/15/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
7/16/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
7/16/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
7/16/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
7/17/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
7/17/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
7/17/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
7/18/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
7/18/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
7/19/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
7/19/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
7/19/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
7/19/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
7/19/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
7/19/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
7/22/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
7/22/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
7/22/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
7/23/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
7/23/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
7/23/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
7/23/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
7/24/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
7/24/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
7/25/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
7/25/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
7/26/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
7/29/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
7/29/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
7/29/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
7/30/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
7/30/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
7/31/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
7/31/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
8/1/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
8/1/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
